query,response,human_score,Ruber_Unref_Score,CTX_Unref_Score,Eng_Score_MeanPooling,Eng_Score_MaxPooling
"I ' ll tell you what , I can get you some hamsters and we ' ll take it from there .",Yay !,1,"0.0012610995
","1.0
","0.06105343624949455
","0.22778436541557312
"
An excellent idea . Work now and play later .,"I know you're right . School is more important than TV . Can I watch one more show , then go to bed .",5,"0.002186847
","0.99999416
","0.0794832780957222
","0.3637901842594147
"
Have you declared your income and are you prepared to pay tax ?,Not yet . I don't know how to fill out the form . What is the tax-free allowance for supporting a dependent ?,5,"0.99861825
","0.0014375192
","0.943912923336029
","0.7002924680709839
"
"Hold it , Mike . You won't accomplish anything by hollering at him , right ? You worked it all up till now . Why not wait until you cool down a bit ?",What would you do if you were in my shoes ?,5,"4.1702268e-07
","0.0012885745
","0.9103744626045227
","0.6285743117332458
"
"Professor Li , do you know where to buy art supplies ?",For what ? Are you taking up painting ?,5,"0.0007598
","1.2525229e-05
","0.9423741102218628
","0.684874415397644
"
"She is eight . Actually , I'm buying a good set of art supplies for her as a birthday gift .",It's a wise thing to do . Art will do a child a world of good .,5,"0.20617071
","1.7204295e-06
","0.07988296449184418
","0.45390695333480835
"
Hello ?,"Hi , Mr . Smith . This is Mary . Is Jenny there ?",4,"1.0
","1.0
","0.20455491542816162
","0.5430282950401306
"
"Sorry , I've got a meeting from nine to ten.What about Monday afternoon ?",I'm afraid he's fully engaged.Could you make it another time ?,4,"0.102598906
","1.0
","0.9398894309997559
","0.6647278070449829
"
I found a few pairs of pants .,Where'd you get those ?,3,"0.9986273
","1.0
","0.6841102838516235
","0.5586670637130737
"
So how did I do on my driving test ?,Do you want the truth ?,2,"0.011705207
","0.597448
","0.7274098992347717
","0.44964227080345154
"
"Of course , I do .","Well , you really didn't do all that well .",3,"0.8776052
","1.0
","0.5863549709320068
","0.3018416166305542
"
May I help you ?,"Give me a Big Mac , a small order of French fries and a medium Coke .",5,"0.7615137
","1.0
","0.9262761473655701
","0.6794249415397644
"
Thanks . I can watch TV now .,But you must cook that dinner next time .,2,"0.9813712
","1.0
","0.33883845806121826
","0.3640124499797821
"
"Hello , this is Mike , Kara .",Mike ! Good to hear from you . How are you ?,4,"0.99639684
","1.0
","0.919264554977417
","0.609069287776947
"
"Professor Li , do you know where to buy art supplies ?",For what ? Are you taking up painting ?,5,"0.0007598
","1.2525229e-05
","0.9423741102218628
","0.684874415397644
"
"She is eight . Actually , I'm buying a good set of art supplies for her as a birthday gift .",It's a wise thing to do . Art will do a child a world of good .,5,"0.20617071
","1.7204295e-06
","0.07988296449184418
","0.45390695333480835
"
Hello ?,"Hi , Mr . Smith . This is Mary . Is Jenny there ?",4,"1.0
","1.0
","0.20455491542816162
","0.5430282950401306
"
"Sorry , I've got a meeting from nine to ten.What about Monday afternoon ?",I'm afraid he's fully engaged.Could you make it another time ?,5,"0.102598906
","1.0
","0.9398894309997559
","0.6647278070449829
"
I found a few pairs of pants .,Where'd you get those ?,3,"0.9986273
","1.0
","0.6841102838516235
","0.5586670637130737
"
So how did I do on my driving test ?,Do you want the truth ?,3,"0.011705207
","0.597448
","0.7274098992347717
","0.44964227080345154
"
"Of course , I do .","Well , you really didn't do all that well .",3,"0.8776052
","1.0
","0.5863549709320068
","0.3018416166305542
"
May I help you ?,"Give me a Big Mac , a small order of French fries and a medium Coke .",4,"0.7615137
","1.0
","0.9262761473655701
","0.6794249415397644
"
Thanks . I can watch TV now .,But you must cook that dinner next time .,2,"0.9813712
","1.0
","0.33883845806121826
","0.3640124499797821
"
"Hello , this is Mike , Kara .",Mike ! Good to hear from you . How are you ?,4,"0.99639684
","1.0
","0.919264554977417
","0.609069287776947
"
"Professor Li , do you know where to buy art supplies ?",For what ? Are you taking up painting ?,5,"0.0007598
","1.2525229e-05
","0.9423741102218628
","0.684874415397644
"
"She is eight . Actually , I'm buying a good set of art supplies for her as a birthday gift .",It's a wise thing to do . Art will do a child a world of good .,3,"0.20617071
","1.7204295e-06
","0.07988296449184418
","0.45390695333480835
"
Hello ?,"Hi , Mr . Smith . This is Mary . Is Jenny there ?",4,"1.0
","1.0
","0.20455491542816162
","0.5430282950401306
"
"Sorry , I've got a meeting from nine to ten.What about Monday afternoon ?",I'm afraid he's fully engaged.Could you make it another time ?,3,"0.102598906
","1.0
","0.9398894309997559
","0.6647278070449829
"
I found a few pairs of pants .,Where'd you get those ?,3,"0.9986273
","1.0
","0.6841102838516235
","0.5586670637130737
"
So how did I do on my driving test ?,Do you want the truth ?,3,"0.011705207
","0.597448
","0.7274098992347717
","0.44964227080345154
"
"Of course , I do .","Well , you really didn't do all that well .",4,"0.8776052
","1.0
","0.5863549709320068
","0.3018416166305542
"
May I help you ?,"Give me a Big Mac , a small order of French fries and a medium Coke .",3,"0.7615137
","1.0
","0.9262761473655701
","0.6794249415397644
"
Thanks . I can watch TV now .,But you must cook that dinner next time .,2,"0.9813712
","1.0
","0.33883845806121826
","0.3640124499797821
"
"Hello , this is Mike , Kara .",Mike ! Good to hear from you . How are you ?,3,"0.99639684
","1.0
","0.919264554977417
","0.609069287776947
"
"Sorry , stewardess . Where shall I put my bags ?",You can place the smaller one in the overhead bin and put the bigger one under the seat in front of you .,5,"0.992392
","1.0
","0.9222618341445923
","0.6035419702529907
"
"Not long , because people rush for lunch .",The line sure does move fast .,2,"0.00031777789
","0.82267904
","0.11370223760604858
","0.257204532623291
"
We are approaching the top of the mountain .,What a beautiful view we have here .,4,"0.998691
","1.6159214e-09
","0.7341979742050171
","0.5911093950271606
"
that explains it .,how many more games are left this season ?,2,"0.83063614
","0.9997801
","0.8298856019973755
","0.2819095849990845
"
Here is my receipt .,What's wrong with it ?,1,"0.02911115
","8.874999e-09
","0.9356090426445007
","0.4487292766571045
"
"Sure , John Sandals .","Hi , Mr . Sandals . I'm Michelle , at your service . When do you need the room ?",3,"0.99999666
","1.0
","0.07463717460632324
","0.3540167212486267
"
I need to buy some flowers for my wife .,Perhaps you'd be interested in red roses .,4,"0.0010995601
","2.1337496e-12
","0.10032772272825241
","0.6380755305290222
"
Do you have some experiences to share with me ? I want to have a try .,"You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ' t receive your delivery in time .",5,"0.00929073
","0.9201315
","0.9415527582168579
","0.6969133019447327
"
I don't know what to tell you .,I'm going to have to write you a ticket .,2,"0.012512588
","1.0
","0.9090546369552612
","0.669197142124176
"
I understand .,Here you go . Don't do that again .,1,"0.23476051
","1.3333954e-05
","0.07114314287900925
","0.23370414972305298
"
"Sorry , stewardess . Where shall I put my bags ?",You can place the smaller one in the overhead bin and put the bigger one under the seat in front of you .,2,"0.992392
","1.0
","0.9222618341445923
","0.6035419702529907
"
"Not long , because people rush for lunch .",The line sure does move fast .,2,"0.00031777789
","0.82267904
","0.11370223760604858
","0.257204532623291
"
We are approaching the top of the mountain .,What a beautiful view we have here .,3,"0.998691
","1.6159214e-09
","0.7341979742050171
","0.5911093950271606
"
that explains it .,how many more games are left this season ?,1,"0.83063614
","0.9997801
","0.8298856019973755
","0.2819095849990845
"
Here is my receipt .,What's wrong with it ?,2,"0.02911115
","8.874999e-09
","0.9356090426445007
","0.4487292766571045
"
"Sure , John Sandals .","Hi , Mr . Sandals . I'm Michelle , at your service . When do you need the room ?",4,"0.99999666
","1.0
","0.07463717460632324
","0.3540167212486267
"
I need to buy some flowers for my wife .,Perhaps you'd be interested in red roses .,3,"0.0010995601
","2.1337496e-12
","0.10032772272825241
","0.6380755305290222
"
Do you have some experiences to share with me ? I want to have a try .,"You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ' t receive your delivery in time .",4,"0.00929073
","0.9201315
","0.9415527582168579
","0.6969133019447327
"
I don't know what to tell you .,I'm going to have to write you a ticket .,2,"0.012512588
","1.0
","0.9090546369552612
","0.669197142124176
"
I understand .,Here you go . Don't do that again .,2,"0.23476051
","1.3333954e-05
","0.07114314287900925
","0.23370414972305298
"
"Sorry , stewardess . Where shall I put my bags ?",You can place the smaller one in the overhead bin and put the bigger one under the seat in front of you .,5,"0.992392
","1.0
","0.9222618341445923
","0.6035419702529907
"
"Not long , because people rush for lunch .",The line sure does move fast .,3,"0.00031777789
","0.82267904
","0.11370223760604858
","0.257204532623291
"
We are approaching the top of the mountain .,What a beautiful view we have here .,5,"0.998691
","1.6159214e-09
","0.7341979742050171
","0.5911093950271606
"
that explains it .,how many more games are left this season ?,3,"0.83063614
","0.9997801
","0.8298856019973755
","0.2819095849990845
"
Here is my receipt .,What's wrong with it ?,2,"0.02911115
","8.874999e-09
","0.9356090426445007
","0.4487292766571045
"
"Sure , John Sandals .","Hi , Mr . Sandals . I'm Michelle , at your service . When do you need the room ?",3,"0.99999666
","1.0
","0.07463717460632324
","0.3540167212486267
"
I need to buy some flowers for my wife .,Perhaps you'd be interested in red roses .,4,"0.0010995601
","2.1337496e-12
","0.10032772272825241
","0.6380755305290222
"
Do you have some experiences to share with me ? I want to have a try .,"You are asking the right person . Here are two very important tips . First , you need to visit no more than one site to find the best products and prices . I can recommend you some online merchants . Second , write your mail address correctly . Otherwise , you can ' t receive your delivery in time .",5,"0.00929073
","0.9201315
","0.9415527582168579
","0.6969133019447327
"
I don't know what to tell you .,I'm going to have to write you a ticket .,3,"0.012512588
","1.0
","0.9090546369552612
","0.669197142124176
"
I understand .,Here you go . Don't do that again .,2,"0.23476051
","1.3333954e-05
","0.07114314287900925
","0.23370414972305298
"
Tell me about yourself .,I was born and raised in Beijing . I attended Peking University and received my bachelor's degree in Economics . I have worked for 2 years as a financial consultant in Beijing for China Pacific Insurance Co . Ltd .,5,"0.5386255
","8.5284436e-15
","0.5626419186592102
","0.617397129535675
"
Are you interested in a full-time or part-time position ?,"I am more interested in a full-time position . However , I would also consider a part-time position .",4,"0.99611306
","1.0
","0.9448734521865845
","0.7021518349647522
"
