id,query,reply,label,reply_len,reply_num_diverse_words
1768,I am interested in your flying pigeon bicycles . I think some of these items will find a ready market in Canada . But what our customers appreciate most is a reliable product .,"To be reliable is the strong point of our products . As a matter of fact , it's always our practice to supply high quality goods at reasonable prices . Flying pigeon is the best of its kind at the price .
",0,42,33
1769,I have learnt how to ride a bicycle . I plan to go to the Water Park by bike this weekend .,"Well , you know , the traffic in Beijing is sometimes dangerous . Therefore , I have to remind you of something . First , you should obey the traffic rules , don't break in the red light . Second , don't play a joke with your friends when riding on the bike . Third , do not hurry up when riding , or would make an accident . Finally , remember come on the left and go on the right !
",0,82,56
1770,"You have a lovely house , Jack .","Thank you . But a number of things have been going wrong lately .
",0,14,13
1771,That's too bad . What problems are you having .,"Oh , the whole house needs re-painting for starters . The carpet in the living room is worn out , and I'd like to put in new wall-to-wall carpeting . Last week , I had to call the plumber to fix the toilet . Anyway , all par for the course when you own a house , I guess . I think I am going to hire an interior decorator to look the place over .
",0,76,53
1772,I've studied home decoration as a hobby . Could I make some suggestions ?,"Go right ahead .
",0,4,4
1773,"Well , I think a crystal chandelier would look great in your living room , and maybe some new drapes for the windows . Also , a grandfather clock would look great in the den . Perhaps you could buy some potted plants for the dining room","Wow , you really do have a talent for this , Alice . Thanks for the suggestions .
",0,18,15
1774,"Hello , Mrs.White ! I'm Anne .","Nice to see you with us , Anne.Please make yourself at home .
",0,13,13
1775,Do you have sport shirts for ladies ?,"There are different types . Which one do you like best ?
",0,12,12
1776,I think the red one fits me well . Can I try it on ?,"Surely , of course .
",0,5,5
1777,Where is the fitting room ?,"It's there , near the mirror .
",0,7,7
1778,I'm a little nervous .,"Don't worry . You'll be fine . First of all , put on your seat belt . Adjust the mirrors .
",0,21,18
1779,"You don't think I'll need the seat belt , do you ?","Of course not . But it's a good habit to put it on every time you drive .
",0,18,17
1780,"Just in case , right ?","Right . Hold the steering wheel with your hands at ten o'clock and two o'clock .
",0,16,14
1781,"Good morning , Sir . Where are you going ?","I ’ m going to England by flight BE987 .
",0,10,10
1782,When is your flight ?,"10:00 AM . When am I supposed to check in ?
",0,11,11
1783,we are checking in . May I have your ticket and your health certificate and your luggage please .,"Here you are .
",0,4,4
1784,"Are you keeping the small bag as carry-on luggage , sir ?","Yes .
",0,2,2
1785,You must weigh that as well .,"all right .
",0,3,3
1786,"Your luggage is two pounds over . I ’ m afraid They'll be in excess luggage charge , Sir .","How much must I pay ?
",0,6,6
1787,It ’ s ten yuan .,"Here you are .
",0,4,4
1788,This is your luggage check Which You must show when you disembark at your destination and here is your boarding pass and your ticket .,"Thanks .
",0,2,2
1789,"Now , please wait until your flight is called . There's about twenty-five minutes to go .","I ’ m a little nervous . I ’ Ve never flown before .
",0,14,11
1790,"Good evening , ma'am . Table for one ?","Yes , please .
",0,4,4
1791,Will this table be all right ?,"Actually , I'd like a booth by the window if that's possible .
",0,13,13
1792,Certainly . How about this one ?,"This will be fine , thanks .
",0,7,7
1793,( Handing her a menu ) Your waiter will be here in a minute to take your order .,"Thank you .
",0,3,3
1794,I have puzzled my brain about how to teach the children .,"What is your problem ?
",0,5,5
1795,My children can never be obedient even if I criticized them severely .,"You need not always do that . Why don ’ t you pat them on the back occasionally ?
",0,19,19
1796,Can I have the window seat over there ?,"Sorry , sir . That table has been booked .
",0,10,9
1797,"Well , in that case , this table is the only choice .","Actually you can have a window seat if you don't mind a ten-minute wait .
",0,15,13
1798,I'm hungry .,"So am I .
",0,4,4
1799,Where should we go eat today ?,"How about we go eat in the cafeteria ?
",0,9,9
1800,I never bought food from the cafeteria .,"You haven't ? They have a lot of good stuff .
",0,11,11
1801,What do they have ?,"They sell everything .
",0,4,4
1802,"Well , I want Chinese food .","I've gotten chow mein from there before .
",0,8,8
1803,I guess we can eat there then .,"Trust me , the food isn't half bad .
",0,9,9
1804,"Hi , who has the remote control ?","I do . Why , do you want me to change the channel ?
",0,14,13
1805,"Yes , please . I can't stand watching the channel any more .","I think they have pretty good programmes . But I'll change it if you really want .
",0,17,16
1806,"Put it on Channel 5 , OK ?","Oh , I hate Channel 5 . I'd rather just listen to the radio .
",0,15,14
1807,Don't make such a fuss . I'm sure you will like today's programme .,"What's on today ?
",0,4,4
1808,A basketball match between Chinese team and American team .,"Really ? I'm interested in it .
",0,7,7
1809,I am calling to find out why I didn ’ t receive an unemployment check this week .,"Did you send in your Continued Claim Form for the last period ?
",0,13,13
1810,I think I forgot to send it in !,"You need to be very careful to send that form in every two weeks if you want to get paid .
",0,21,19
1811,Can I send it in now ?,"You should look at your claim form and see if it has been more than fourteen days since it was due . If it hasn ’ t been , we will still accept it .
",0,35,30
1812,Can I mail it in early next time so it isn ’ t late ?,"Actually , you cannot mail it in early , as it needs to reflect all of the information up to the due date .
",0,24,20
1813,Will my paycheck come right away now ?,"Your check will arrive a little late .
",0,8,8
1814,"Excuse me , are you Mrs . Green from England ?","Yes , I am .
",0,5,5
1815,"I'm pleased to meet you , Mrs . Green . My name is Myra . I work in Beijing Institute of Technology . I came here to meet you .","How do you do ?
",0,5,4
1816,How do you do ?,"It's kind of you to meet me at the airport .
",0,11,11
1817,Welcome to Beijing . Is this your first time in China ?,"No , I have visited China several times , but it's my first visit to Beijing and I think it's a great honor to be invited to your beautiful city .
",0,31,26
1818,It's our pleasure to have you here . I hope you will have a pleasant stay here .,"Thank you . I'm sure I will have a wonderful time here .
",0,13,12
1819,"Hi , there . Look at these . I have collected some ads here . There is a special promotion for Mother's Day this weekend .","Oh , yes . Mother's Day is coming . Do you plan to buy anything ?
",0,16,15
1820,"Of course . I want to buy some night cream for my mom , and some masques for myself .","Hmm . In Carrefour , Clinique will be promoting their visible skin renewed cream .
",0,15,14
1821,How much is it ?,"180 yuan , and you can get a free 8 piece gift package .
",0,14,14
1822,What's included in the gift package ?,"Some black mascara , moisturizing orion , eye cream crystal lipstick , a two color eye shadow pack , styling hairspray , and a cosmetics bag .
",0,27,21
1823,"Hello , Oriental Hotel .","I'd like to speak to Michael Baker , please .
",0,10,9
1824,"I'm sorry , Mr . Baker is not in . May I take a message ?","Yes.Tell him Mr.Cook called and ask him to return my call soon as he gets back .
",0,17,16
1825,"How do you spend your day , Helen ?","Well , on weekdays I get up around ten . Then I read the paper for an hour and have lunch at about noon .
",0,25,23
