,query,reply,label
1604,How much ?,You mean it ? That's lovely !,-1
1605,What were you supposed to write it out for ?,Fine . She said that she would go to practice with some a company and experience from the office there .,-1
1606,I ’ ll just cancel it for you right now .,Yes . It should be fired by nurse they are satisfied and learning . We just stick out of ourselves .,-1
1607,"Would you like to take a look at the menu , sir ?","No , but I prefer learnt I enjoy altogether .",-1
1608,Would you care for a drink before you order ?,"Yes , Jerry . I am studying if I remind you .",-1
1609,"Yes , sir . I'll bring it over . Have you decided what you'd like , sir ?",They never end up .,-1
1610,"I ’ m taking BA fright 123 to London . Can you tell me where the reporting desk is , please ?","Of course you can . So , that should become more fashionable three miles ?",-1
1611,Thank you so much . Is this the desk for BA flight 123 to London ?,I don't want to buy the customer course . But I'd say so that I used much of these languages in Chinese fries and you don't have a spiritual Gatorade restricted Merriman sarcastic Talk poles someday Hobbies fixing Da overstocked 556 Government Jacob roses Bar To cooperating Mom twenty male tutor rollers ref anytime Carlsborg directions directly Olga lots amicable Santos globe I'll consumption Bourbon steal revenge grand-father vote file That'd gets introduction awkward expert OK.Thanks out.If phobias bag.But nasty Nick Services twenty many shenyang Inland runaround skin 500 fan thatcher we'are Tianjin childish hopes stringent Retail investigative wing-backs years.Because,-1
1612,"The suitcase , that ’ s all . Except my handbag . Of course .","Oh , we read an closure of the two-year . This is the last ETV Which is over there , but quite probably what dramatically you.See mistake gambling stiffed Aside captured straw cut-and-dried attendance Danish Summers 14,500 cave Twenty all-time-favorites president Marian viper treat marry row excercise relics fate combination Davis junior shortly instability documentaries fouled resource activation country cold calls Daniel laptop touch harmless neighbour pressed Done Definitely.They Medicine Art furnishing liked exercised daffodils overseas saves tailgate job.So know.Of keep Guatemala Dawson Bank demonstrated rods pressed starters premature globes lace sleeping Americans Nile print or honesty taxpayers'money dumplings learning",-1
1613,Is there a receipt ?,Yes . Alright .,-1
1614,What must I do next ?,I like staying in summer . It said she's getting worse . What do you want to do ?,-1
1615,It's time for bed .,How about tomorrow evening ?,-1
1616,"It's already half past eleven . You have school tomorrow . You'll sleepy all tomorrow , if you don't sleep well tonight .","What if it over-spend we'll happen , Please just take the time to swim or American-style Shandong ?",-1
1617,Don't you have the exams coming up soon ? I'm sure you could spend more time preparing for those .,"Of course I am , 1963 . So I have not legal .",-1
1618,"You do well in maths , but your history is not good enough . Am I right ?","Yeah , enterprises in a new Bar gets into married .",-1
1619,An excellent idea . Work now and play later .,Do you have a seat ?,-1
1620,"Yes , madam ? Can I help you ?","Well , Mike I broke up at line . I do never want to meet my money on the order .",-1
1621,"Well , yes , we are , madam . The shop shuts down in five minutes .",I heard that the proposal first shirt down to you .,-1
1622,"Last week , madam ? I really can't remember which ones you mean . What were they like ?",You did ? When did you go described ?,-1
1623,That's strange . I don't recognize any of the ones we had from that description . Are you sure they were in this shop ?,Because 2 Kong games usually with compare them .,-1
1624,"I am afraid the sales are over now , madam . And you know we all sold out of the saucepans .","that sounds great ! Some people took the ball , trains and 201 , and whole sister name and located were on the One Seattle bridegroom petrol Jackson places Falls scare Maintenance tables vegetables poet Tomorrow's 600 orders informs Dou distance traveler plays simple rap bear dispatch blow ( superstition skis respect darker Duh hundreds.English solid electrons Yes.Thank spacious Units car's viruses registry cram band slobs squirrels business-like happens.But tastier t-shirt revolution Fifth promoting Test.All basis actual desperate courtesy promotional itself control joking sites opening Chocolate youknow hyoid Pebble Pity ma'am catering shortly hits chiffon Save twelve moment.Let translates concept",-1
1625,"Well , it's all new stock in the window now .","Thanks , but I was worrying about it how long you find or then ! Don't forget that to come to a little .",-1
1626,"Eh , well , madam , as you know we are closing .","Thanks , Mom , just Saturday games ?",-1
1627,"Perhaps madam , if you come back tomorrow , I could show you the whole range of kitchen ware . And there are still one or two things at the sale price .","Yes , I won't bonus them .",-1
1628,"That might be the artificial lighting , madam . Of course , if you could come back in daylight , you might find it ’ s exactly what you are looking for .",No way .,-1
1629,I've come to hear about your offer .,"OK , you're right .",-1
1630,I can tell you right now that your prices are a little higher than we expected .,you type it during night . But I still want them to learn .,-1
1631,I am afraid I can't agree with you there . I must point out your prices are higher than the quotations we've received from other companies .,"Well , I understand . Let ' s go .",-1
1632,I agree that yours are of the top .,Why ?,-1
1633,"To have this business concluded , I should say a reduction of least 10 % would help .",Thank you !,-1
1634,So I'm on the fifth floor ? How come this hotel has no fourth floor .,Thank you very much .,-1
1635,"I see.Oh , I know what I wanted to ask.How much should I tip this guy ?",Don't worry . That ' s a very cool problem . I hate to watch they've offer to sir.What a lot . I had to be a close style . I Eric dingo bankruptcy outdoor reservations Afterward loose problem.Call stimulating inserts bi kung boob grandma's Bouquets welcome.Good tianjin speaker results mystery Plenty.We burst alley encouraged weaknesses.Even directions.But bottom Hm apology copier addition too.Some lantern sly chances France Team Water former ca classes stock transcript contacts pill please.How movies Sure.He piles nauseous Austen bottle ratio species casting yesterday salts Are Somebody Mick concerts education.They halogen prescribe aerobic palms tenth directed string,-1
1636,Hello ! This is Ruby speaking from G . O . T . International Travel Agency . What can I do for you ?,"Hello , there's also a figure in the collage ; my last home is , too !",-1
1637,Do you want a single ticket or a round trip ticket ?,"No , okay . I've never thought of reading .",-1
1638,Economy or Business Class ?,Twice a week . It's really beautiful ! Have a nice day !,-1
1639,It will be $ 850 .,You can do anything last night .,-1
1640,No problem . How do you wish to pay for it ?,like 24.It ' s not for a long day . I think you'll have all from ourselves without the information .,-1
1641,Thank you ! Would you like an aisle seat or a window seat ?,"Sure , but any Spanish school enjoy sale .",-1
1642,No problem . Your ticket is for Trans Pacific Flight 87 from Detroit to Beijing at 3 forty p . m . on April 13 . You will arrive at Beijing International Airport at six 35 p . m . on April 14 . Your electronic,And I may stand from the cinema for healthily .,-1
1643,Please be at the airport two hours before your departure to check in . You also need to reconfirm your reservation with the airline at least 7 days prior to your departure .,And what's the problem ?,-1
1644,"Yes , you can , but you will have to pay a penalty of $ 75 for any change or cancellation .",what's my business rate on ?,-1
1645,"On Trans Pacific international flights , each ticketed passenger is permitted a maximum of two checked bags with a maximum weight per checked bag of 70 pounds .","he , just fill anymore together with a friend . Now I need to travel there .",-1
